# x
0.000000000000000000e+00 1.484375000000000000e+00
0.000000000000000000e+00 1.757812500000000000e+00
0.000000000000000000e+00 1.601562500000000000e+00
0.000000000000000000e+00 3.359375000000000000e+00
0.000000000000000000e+00 3.203125000000000000e+00
0.000000000000000000e+00 8.593750000000000000e-01
0.000000000000000000e+00 2.851562500000000000e+00
0.000000000000000000e+00 2.265625000000000000e+00
5.000000000000000000e+00 2.187500000000000000e+00
5.000000000000000000e+00 4.062500000000000000e+00
0.000000000000000000e+00 4.375000000000000000e+00
5.000000000000000000e+00 1.132812500000000000e+00
5.000000000000000000e+00 4.882812500000000000e+00
0.000000000000000000e+00 1.914062500000000000e+00
5.000000000000000000e+00 3.906250000000000000e+00
0.000000000000000000e+00 9.375000000000000000e-01
0.000000000000000000e+00 4.609375000000000000e+00
5.000000000000000000e+00 2.578125000000000000e+00
0.000000000000000000e+00 3.515625000000000000e-01
5.000000000000000000e+00 2.539062500000000000e+00
5.000000000000000000e+00 1.367187500000000000e+00
5.000000000000000000e+00 4.687500000000000000e+00
0.000000000000000000e+00 4.101562500000000000e+00
0.000000000000000000e+00 1.015625000000000000e+00
5.000000000000000000e+00 9.765625000000000000e-01
5.000000000000000000e+00 3.789062500000000000e+00
5.000000000000000000e+00 1.445312500000000000e+00
0.000000000000000000e+00 4.687500000000000000e-01
5.000000000000000000e+00 2.812500000000000000e+00
0.000000000000000000e+00 7.812500000000000000e-02
0.000000000000000000e+00 4.726562500000000000e+00
5.000000000000000000e+00 3.906250000000000000e-02
0.000000000000000000e+00 3.125000000000000000e-01
0.000000000000000000e+00 5.468750000000000000e-01
5.000000000000000000e+00 4.531250000000000000e+00
5.000000000000000000e+00 7.421875000000000000e-01
0.000000000000000000e+00 2.968750000000000000e+00
5.000000000000000000e+00 2.656250000000000000e+00
0.000000000000000000e+00 2.890625000000000000e+00
0.000000000000000000e+00 2.695312500000000000e+00
0.000000000000000000e+00 4.570312500000000000e+00
0.000000000000000000e+00 1.250000000000000000e+00
5.000000000000000000e+00 5.078125000000000000e-01
5.000000000000000000e+00 1.289062500000000000e+00
0.000000000000000000e+00 3.320312500000000000e+00
5.000000000000000000e+00 4.296875000000000000e+00
5.000000000000000000e+00 3.906250000000000000e-01
0.000000000000000000e+00 4.218750000000000000e+00
5.000000000000000000e+00 3.750000000000000000e+00
5.000000000000000000e+00 7.031250000000000000e-01
0.000000000000000000e+00 1.562500000000000000e+00
0.000000000000000000e+00 4.414062500000000000e+00
5.000000000000000000e+00 4.921875000000000000e+00
0.000000000000000000e+00 1.562500000000000000e-01
0.000000000000000000e+00 3.945312500000000000e+00
5.000000000000000000e+00 4.453125000000000000e+00
0.000000000000000000e+00 2.109375000000000000e+00
5.000000000000000000e+00 2.031250000000000000e+00
5.000000000000000000e+00 2.226562500000000000e+00
5.000000000000000000e+00 3.828125000000000000e+00
0.000000000000000000e+00 6.250000000000000000e-01
5.000000000000000000e+00 2.382812500000000000e+00
5.000000000000000000e+00 2.500000000000000000e+00
0.000000000000000000e+00 1.953125000000000000e-01
0.000000000000000000e+00 8.203125000000000000e-01
0.000000000000000000e+00 1.171875000000000000e+00
5.000000000000000000e+00 3.125000000000000000e+00
0.000000000000000000e+00 1.640625000000000000e+00
5.000000000000000000e+00 6.640625000000000000e-01
5.000000000000000000e+00 3.515625000000000000e+00
5.000000000000000000e+00 3.164062500000000000e+00
0.000000000000000000e+00 3.281250000000000000e+00
5.000000000000000000e+00 1.093750000000000000e+00
5.000000000000000000e+00 4.140625000000000000e+00
0.000000000000000000e+00 3.437500000000000000e+00
0.000000000000000000e+00 4.257812500000000000e+00
